id,labels,nombre,apellido,telefono,dpi,fecha_nacimiento,id_cliente,nit,membresia,num_membresia,fecha_inicio,puesto,id_empleado,salario,planilla
224,Persona|Cliente|Personal,Jennifer,Prince,(554)840-5006,2681820937278,1978-03-12,138,3102555,True,854337,2010-05-19,Supervisor,89,3721.36,False
225,Persona,Jennifer,Harris,828.311.9052,4064071672669,1997-12-22,,,,,,,,,
226,Persona|Cliente|Personal,Rhonda,Jackson,5849519674,1956249673208,1985-02-16,139,3293530,True,856059,2024-03-20,Supervisor,90,11334.35,True
227,Persona|Cliente|Personal,Brittany,Ellis,+1-532-422-5557x8004,4706521323165,1975-10-27,140,7856680,False,,2014-08-28,Vendedor,91,6267.16,False
228,Persona|Cliente|Personal,Sarah,Walker,205.733.7363x5173,3094883859211,1980-08-15,141,5012196,True,599963,2017-03-30,Supervisor,92,3548.08,False
229,Persona|Cliente,Stephanie,Klein,223.562.3979x0036,6882884470026,2003-01-08,142,1882924,False,,,,,,
230,Persona|Cliente,Amy,Davis,675-958-0595,4574570811827,1968-08-13,143,1915928,True,537211,,,,,
231,Persona|Personal,Kurt,Bowers,513-579-1630,3532051874161,2000-09-22,,,,,2024-03-17,Supervisor,93,3205.89,True
232,Persona|Cliente,Kara,Brown,(804)483-3326x822,8782795819184,1962-12-10,144,6330605,False,,,,,,
233,Persona|Cliente,Kari,Lucero,+1-736-201-8422,9438875221469,1977-11-24,145,5200448,False,,,,,,
234,Persona,Scott,Rodriguez,(705)546-8622x5975,3201084744281,1969-10-27,,,,,,,,,
235,Persona|Cliente|Personal,Melissa,Peters,258-395-7259,8526823406507,1987-04-15,146,1509376,False,,2014-03-28,Gerente,94,10499.73,True
236,Persona|Personal,Danielle,Sanchez,776-426-8836x587,8626761405027,1992-07-05,,,,,2011-04-09,Cajero,95,11077.4,True
237,Persona|Cliente|Personal,Ashley,Andrews,258.641.7188,8473866930596,1984-08-10,147,4248599,False,,2016-03-11,Gerente,96,12354.56,False
238,Persona|Cliente,Jerry,Bryant,796.931.8880x663,5270622305306,2002-10-05,148,5852713,False,,,,,,
239,Persona|Personal,Paul,Ryan,9613944238,9438231396077,1995-06-13,,,,,2024-03-24,Gerente,97,13175.05,True
240,Persona,Rachel,Collier,583-789-2813,4616852309641,1988-03-23,,,,,,,,,
241,Persona,Nina,Chang,+1-401-673-8737x0172,3420660673041,1970-04-03,,,,,,,,,
242,Persona|Personal,Kimberly,Harris,714.407.3353x77831,1365538173739,2004-08-20,,,,,2023-03-02,Repartidor,98,11620.63,True
243,Persona|Cliente,Lindsey,Phillips,697-772-9031x63986,3717562508575,1965-08-10,149,1536143,False,,,,,,
244,Persona|Cliente|Personal,Sherry,Myers,587-904-6830x32201,4704427954788,1977-10-11,150,5003209,True,799778,2014-08-29,Repartidor,99,5024.97,True
245,Persona|Cliente|Personal,Stacy,Tran,001-348-716-9487,3793983802717,1982-06-15,151,9626273,True,593367,2013-10-21,Repartidor,100,4571.72,True
246,Persona|Cliente,Erica,Allen,909.313.0366,6916476934904,1999-03-06,152,6584475,False,,,,,,
247,Persona|Cliente,Sharon,Mcneil,001-247-684-4965x088,9086799460037,1998-06-08,153,2494323,False,,,,,,
248,Persona|Cliente|Personal,Brandon,Williams,(844)790-0891,7336089307242,2002-03-23,154,9278319,True,749298,2011-10-12,Cajero,101,3706.91,False
249,Persona|Cliente,Joseph,Thompson,713-600-6386x4879,2290424922268,1994-01-31,155,3531536,True,499504,,,,,
250,Persona,Marie,Spears,(220)248-5737,2732963388808,1992-03-22,,,,,,,,,
251,Persona,Matthew,Santiago,001-216-232-9409,5373894081102,1980-05-10,,,,,,,,,
252,Persona,Joseph,Bailey,001-652-857-6747,6466239016622,1961-08-10,,,,,,,,,
253,Persona,Scott,Carpenter,692.850.0702,7214638346574,1998-05-29,,,,,,,,,
254,Persona|Cliente,Calvin,Sharp,422.450.0316,8623931360688,1977-10-03,156,9650859,False,,,,,,
255,Persona|Cliente,Marisa,Wallace,654.391.5517,3368707413545,1994-04-30,157,5256121,False,,,,,,
256,Persona|Cliente|Personal,Eric,Trujillo,+1-487-734-2669x93141,1264488158962,2003-04-02,158,4932193,False,,2023-03-29,Gerente,102,13543.12,True
257,Persona|Cliente|Personal,Kim,Raymond,699.261.5043x5181,6510536559709,1989-10-27,159,5642169,True,951060,2022-01-11,Gerente,103,5862.99,False
258,Persona|Cliente|Personal,Veronica,Moore,001-340-870-4491x283,1760427224997,1969-09-27,160,2401117,True,560334,2011-04-15,Gerente,104,13789.15,False
259,Persona,Zachary,Arnold,(976)979-4024,3102900532136,1991-08-01,,,,,,,,,
260,Persona,Joseph,Shaw,001-300-834-2037x525,4059822616869,1997-05-10,,,,,,,,,
261,Persona|Personal,Kyle,Stokes,858-990-4577x067,7848785758686,1960-11-20,,,,,2023-06-17,Repartidor,105,5606.93,True
262,Persona|Cliente,Alexander,Kemp,+1-884-494-0962x4605,3090151677730,1967-05-18,161,5247670,True,337918,,,,,
263,Persona,Connor,Riley,+1-511-408-4778x92676,1160057493491,1992-12-03,,,,,,,,,
264,Persona|Cliente,Anthony,Smith,710-449-9792x628,2149191009003,1979-05-30,162,6781975,False,,,,,,
265,Persona|Cliente|Personal,Dennis,West,317.472.0966x609,1167761617522,1978-09-23,163,2856451,False,,2016-09-06,Vendedor,106,5600.32,False
266,Persona|Personal,Shannon,Gonzalez,(464)353-7728x1043,8320199863719,1961-06-17,,,,,2012-12-19,Repartidor,107,11551.86,True
267,Persona|Cliente|Personal,Amy,Ross,537-813-8506x79806,4082207728618,1988-05-23,164,8146417,False,,2018-09-23,Vendedor,108,4750.09,True
268,Persona|Cliente,Michael,Jones,862-677-9623,6876301516882,1978-05-23,165,5839885,False,,,,,,
269,Persona,Kayla,Hamilton,7375372758,5425763044270,1984-04-01,,,,,,,,,
270,Persona,Thomas,Martinez,887-957-0443x104,7396942963820,1962-12-17,,,,,,,,,
271,Persona|Cliente,Keith,Phelps,(484)979-4820x92588,7500319664659,1994-09-22,166,2083177,False,,,,,,
272,Persona|Cliente,Javier,Ruiz,001-710-669-5655x0520,4563331106974,1995-05-09,167,3704581,True,804119,,,,,
273,Persona|Cliente|Personal,Jeffrey,Collins,(798)631-4779x7283,1882176926397,1975-09-03,168,7236749,False,,2010-04-11,Vendedor,109,4521.6,True
274,Persona|Cliente|Personal,Ashley,Sherman,6955276048,7233898335432,1980-02-01,169,3682636,False,,2020-03-07,Supervisor,110,8673.75,False
275,Persona|Cliente,Kara,Lowe,670-488-3312,7586495490679,2004-03-11,170,4895976,True,318231,,,,,
276,Persona,Eric,Todd,329.519.3482x0704,4935705092069,1967-09-08,,,,,,,,,
277,Persona,Emily,Salazar,404.314.7808,8882381920557,1997-12-02,,,,,,,,,
278,Persona|Cliente|Personal,Rebecca,Sullivan,580.756.1133,8895203680207,1968-04-30,171,5484733,True,368114,2022-08-09,Gerente,111,10562.04,False
279,Persona,Donna,Johnson,280-356-2553x66805,4539917053828,1973-02-16,,,,,,,,,
280,Persona|Cliente,Michelle,King,(758)388-0472x08297,7796798751027,1973-09-19,172,3997390,False,,,,,,
281,Persona|Cliente,Michael,Castillo,(589)593-1891,5973935997555,2004-10-18,173,7646774,True,783986,,,,,
282,Persona|Personal,Adam,Moore,(570)577-6852x37924,9939281547891,2000-09-25,,,,,2015-11-11,Vendedor,112,6016.1,False
283,Persona|Cliente,Katie,Dorsey,(385)690-3022x133,7460590710165,1960-05-17,174,5354842,True,189738,,,,,
284,Persona|Cliente|Personal,Natalie,Cox,+1-810-486-0048x04690,6229082995798,1990-11-04,175,4077446,True,409866,2023-02-05,Supervisor,113,5027.45,True
285,Persona|Cliente,James,Kramer,532-760-6650x8944,2872640920909,1964-01-19,176,6546708,False,,,,,,
286,Persona|Personal,Jennifer,Miller,305-247-2169x6961,1475608055562,1992-03-25,,,,,2012-04-07,Vendedor,114,10902.6,True
287,Persona|Cliente|Personal,Raymond,Hawkins,762.403.5362x27632,9469455604896,1983-11-17,177,6467216,True,458434,2012-07-29,Vendedor,115,9182.86,True
288,Persona,Christopher,Henry,+1-308-819-2799x27162,4910992329792,1983-12-18,,,,,,,,,
289,Persona|Cliente|Personal,Melissa,Todd,+1-591-273-8730x0525,7802135192330,1966-01-31,178,6699385,True,360629,2011-06-01,Cajero,116,12283.97,False
290,Persona|Personal,Erica,Mcdaniel,986-678-5961x224,1078083506047,1961-02-15,,,,,2015-08-08,Gerente,117,8970.14,True
291,Persona,Charles,Booker,(759)220-4494x6490,8454266210754,1965-09-23,,,,,,,,,
292,Persona|Cliente|Personal,John,Bailey,001-685-213-2716x02342,1279549156379,1981-02-21,179,5710285,True,949533,2021-04-14,Vendedor,118,5302.2,True
293,Persona,Randall,Henderson,001-604-424-7606,7175887819714,1999-04-27,,,,,,,,,
294,Persona|Cliente,Jamie,Callahan,001-828-346-8125x006,6247131820060,1975-07-07,180,4201060,False,,,,,,
295,Persona|Cliente,Michael,Brown,474-861-6595x622,6621333597866,1990-07-01,181,3981144,False,,,,,,
296,Persona|Personal,James,Reid,001-623-621-2088x109,5405984616007,1994-10-17,,,,,2022-02-06,Cajero,119,13272.05,True
297,Persona|Cliente,Joe,Daniels,+1-224-607-3626,8909908677620,1975-01-18,182,8398728,True,214072,,,,,
298,Persona|Cliente,Gene,Byrd,+1-586-835-7372,8579023182975,2003-07-11,183,2912469,True,609103,,,,,
299,Persona|Cliente|Personal,Jennifer,Shepard,8687154893,1887855408646,1982-06-18,184,1409317,True,397958,2019-08-12,Vendedor,120,11179.34,True
300,Persona|Cliente,Luis,Perez,001-757-669-6973x6581,9899657566130,1969-05-30,185,2413800,True,847537,,,,,
301,Persona|Cliente,Elizabeth,Tucker,688.900.4237,1007960636221,2000-02-28,186,2971069,False,,,,,,
302,Persona,Courtney,Mayo,(573)463-5799x33758,8715144778927,1971-12-04,,,,,,,,,
303,Persona|Cliente|Personal,Jerry,Murphy,(235)742-7874,1947678292588,1989-12-08,187,6203237,False,,2014-01-19,Supervisor,121,5340.11,False
304,Persona|Cliente|Personal,Catherine,Flores,814-590-7839x213,3931568154982,2000-12-11,188,1333838,True,352543,2010-06-13,Gerente,122,13139.67,True
305,Persona,Rachel,Curry,+1-466-914-7586,7692242860361,1998-04-10,,,,,,,,,
306,Persona|Cliente|Personal,Kim,Johnson,001-804-722-0669x73787,1745925106419,2004-08-31,189,1431637,False,,2022-03-03,Supervisor,123,8738.84,True
307,Persona,Nicole,Cunningham,+1-828-328-9109x1317,5547867851316,1979-10-10,,,,,,,,,
308,Persona|Personal,Brittany,Palmer,(505)578-3364,2889985324174,1967-12-21,,,,,2022-04-18,Gerente,124,12698.78,True
309,Persona,Cindy,Smith,001-883-563-5405,8683434297920,1965-12-28,,,,,,,,,
310,Persona|Cliente|Personal,Gary,Harris,+1-521-798-1590x83658,7807286412005,1986-01-16,190,4696270,True,256183,2023-07-27,Vendedor,125,12965.01,True
311,Persona,James,Robinson,+1-353-226-0983x26087,9838476822812,1975-06-16,,,,,,,,,
312,Persona|Cliente|Personal,Kelly,Ramos,+1-374-468-4141x6192,1858703061029,1995-10-24,191,9936608,False,,2014-08-07,Repartidor,126,8451.03,True
313,Persona|Cliente,Kayla,Brown,+1-541-997-2200x4670,4186773396340,1962-07-12,192,6143860,True,281326,,,,,
314,Persona|Cliente|Personal,Charles,James,+1-699-310-8107x3225,1107132399736,1993-01-28,193,1879437,False,,2020-12-10,Repartidor,127,7503.06,True
315,Persona|Personal,Melissa,Armstrong,001-596-763-0337,6279985872041,1963-12-21,,,,,2023-06-01,Cajero,128,13583.83,True
316,Persona|Cliente|Personal,Stephen,Robinson,(289)830-5546x4169,7545757538170,1976-11-27,194,9694341,True,736611,2023-02-24,Gerente,129,4950.91,True
317,Persona|Personal,Kelsey,Ramirez,4558883261,3669226076239,1967-04-17,,,,,2011-05-11,Gerente,130,14162.87,False
318,Persona,Amy,White,001-954-745-3318x447,2966290407343,2002-03-20,,,,,,,,,
319,Persona|Personal,Allison,Bowman,6785114384,4119994475264,1970-07-15,,,,,2014-04-02,Vendedor,131,7101.46,False
320,Persona|Cliente,Frederick,Eaton,304.297.2344x44728,9455442670286,1961-10-18,195,7625092,False,,,,,,
321,Persona,Jerry,Young,730.316.8835x6036,5553425445129,1968-01-22,,,,,,,,,
322,Persona|Cliente,Kenneth,Hernandez,610-583-6998x6460,9960744377585,2000-05-31,196,5255097,False,,,,,,
323,Persona|Personal,Virginia,Fox,728-849-2495,8379188492269,2002-01-30,,,,,2016-09-10,Supervisor,132,13663.74,False
324,Persona,John,Davis,001-375-234-7446x785,6736212472284,1964-10-07,,,,,,,,,
325,Persona,Roger,Tate,(391)252-9537x73515,7344117603991,1985-06-30,,,,,,,,,
326,Persona,Carolyn,Lopez,500-603-2352,4977943735742,1973-11-14,,,,,,,,,
327,Persona|Personal,Robin,Henderson,3633937179,6330899501153,1972-08-27,,,,,2015-05-19,Vendedor,133,6743.15,False
328,Persona|Cliente,Darlene,Young,+1-778-657-1557,1449418361588,1983-11-14,197,9550198,True,962628,,,,,
329,Persona|Personal,Mary,Lambert,(962)680-7295x4416,3048861750196,1970-06-28,,,,,2020-05-21,Gerente,134,10498.73,True
330,Persona,Rebecca,Martinez,(705)601-2193x79891,7302954664529,1993-09-20,,,,,,,,,
331,Persona|Cliente|Personal,Michael,Morales,682.384.8064x6787,6627257610280,1986-11-12,198,4920471,True,305845,2019-01-14,Vendedor,135,10915.41,True
332,Persona|Personal,Hannah,Vargas,329.369.3141,4352363036848,1968-09-21,,,,,2023-09-19,Repartidor,136,14705.48,True
333,Persona|Personal,Christopher,Waters,585.636.4397x920,9025421969974,1995-03-12,,,,,2018-08-19,Supervisor,137,8096.81,True
334,Persona|Cliente,Amanda,Castillo,291-587-7285x57524,4559341371219,1982-06-13,199,5213033,True,240908,,,,,
335,Persona,Larry,Scott,958-680-8703,6540712650315,1969-02-24,,,,,,,,,
336,Persona|Cliente|Personal,Alexis,Allen,316-232-1805x8451,3201944843611,1965-07-19,200,5082213,False,,2019-01-31,Gerente,138,6758.2,True
337,Persona|Cliente|Personal,David,White,735-564-6481x177,8141126318511,1980-11-10,201,2813377,False,,2016-06-15,Supervisor,139,13035.0,True
338,Persona,Casey,Wilson,001-899-579-5636x836,8953052710839,1960-02-14,,,,,,,,,
339,Persona|Cliente,Lisa,Williams,+1-248-688-6338x3602,2043439625794,1967-06-04,202,6945224,True,770672,,,,,
340,Persona|Cliente|Personal,Tyler,Gilbert,+1-270-672-4833x051,2554369260335,1969-12-01,203,7095640,False,,2012-06-01,Repartidor,140,11322.07,False
341,Persona|Cliente|Personal,Charles,Davila,(294)844-7897x475,9895198456951,2003-02-23,204,3317651,True,893227,2021-10-09,Gerente,141,14171.49,False
342,Persona,Dustin,Doyle,285.602.2818x090,6198922711733,1993-03-08,,,,,,,,,
343,Persona|Cliente|Personal,Patricia,Patterson,560-290-0811x6817,1732990178356,1972-10-20,205,8626446,True,632107,2011-02-15,Cajero,142,4962.4,False
344,Persona|Cliente,Christine,Snyder,398.358.9110,5239169692240,1969-03-18,206,9776668,True,309174,,,,,
345,Persona,Brian,Fischer,001-213-493-0310x9681,4447827738709,1960-12-01,,,,,,,,,
346,Persona,Eric,Sullivan,+1-902-894-1215x7696,1524822661396,1994-09-10,,,,,,,,,
347,Persona,Sarah,Sanchez,001-924-290-4562,7094460499564,1968-03-03,,,,,,,,,
348,Persona|Cliente,Amanda,Hicks,+1-471-847-5247x8460,4595997686862,1980-03-22,207,3423959,False,,,,,,
349,Persona,Mary,Bowen,909.253.7957x16423,6139445260639,1992-08-08,,,,,,,,,
350,Persona,William,Carpenter,+1-663-436-8955x437,9064853407547,2004-03-08,,,,,,,,,
351,Persona|Cliente,Charles,Watson,888.266.2869x30107,7972265911567,1995-04-22,208,4158983,False,,,,,,
352,Persona|Cliente|Personal,Kimberly,Hines,556.497.9780x5342,6021591714008,1975-02-23,209,5193216,True,817070,2022-06-06,Vendedor,143,5313.93,True
353,Persona|Cliente,Erin,Dennis,001-791-621-0816x50102,6877172684526,1992-04-24,210,5229285,True,599746,,,,,
354,Persona|Cliente|Personal,Melissa,Smith,872-844-5041,9381740164522,1993-07-31,211,8472665,True,727732,2018-12-22,Cajero,144,9629.68,True
355,Persona,Denise,Olsen,+1-254-777-2260x475,9268949618118,1990-03-24,,,,,,,,,
356,Persona|Cliente|Personal,Samuel,Reyes,(547)842-9199,9007353233230,1985-10-16,212,1543563,True,865568,2015-09-23,Vendedor,145,7169.14,True
357,Persona,Michael,Clark,(769)439-0600,4940122711680,1993-01-23,,,,,,,,,
358,Persona,James,Hernandez,859.836.9368,6676941615980,1991-02-09,,,,,,,,,
359,Persona|Cliente,Todd,Robinson,971.847.5703,4054686929532,1995-11-29,213,2651798,True,700468,,,,,
360,Persona,Brian,Cruz,242.239.8156x3017,8685136078945,1991-10-05,,,,,,,,,
361,Persona|Cliente,Angela,Coffey,(918)396-4671x6037,7847257835573,1980-05-04,214,9519228,True,906590,,,,,
362,Persona|Cliente|Personal,Duane,Obrien,996-410-9586x3541,9929961912458,1974-03-03,215,6255733,True,619964,2024-01-06,Vendedor,146,9708.76,True
363,Persona|Cliente,Julie,Stewart,001-677-711-5764x0619,5827102046185,1996-01-07,216,1215546,True,444226,,,,,
364,Persona|Personal,Anthony,Cole,290-704-3113,5363510969182,1967-11-02,,,,,2018-07-29,Repartidor,147,6862.28,True
365,Persona|Cliente,Amanda,Bailey,784.631.4321x548,1173623258034,1996-02-27,217,5037515,False,,,,,,
366,Persona,Mary,Martin,001-654-393-3238x428,3956276698735,1964-03-09,,,,,,,,,
367,Persona|Cliente,Robyn,Thomas,+1-551-409-8448x226,9697443845651,1974-11-15,218,8390028,True,861491,,,,,
368,Persona|Cliente,Patricia,Stuart,828-497-4798,5205930463976,1978-03-09,219,2822625,False,,,,,,
369,Persona,Randall,Chaney,001-721-948-4076x137,5545436710466,2003-05-02,,,,,,,,,
370,Persona|Cliente,Mary,Boyd,576-589-0493,5626816059928,1986-05-11,220,4565612,True,392133,,,,,
371,Persona|Cliente,Aaron,Young,644-327-1001x680,5487739489246,1970-12-18,221,8345898,False,,,,,,
372,Persona,Frank,Montoya,001-952-693-0631x4858,6898195406353,1989-05-06,,,,,,,,,
373,Persona|Cliente|Personal,Erica,Brown,+1-873-402-5979,4570538692643,1999-01-06,222,5998716,False,,2017-02-14,Supervisor,148,6389.8,True
374,Persona|Personal,Gabriel,Kirby,600-853-8049,8880836120423,2003-10-10,,,,,2010-05-01,Cajero,149,9074.33,False
375,Persona,Dylan,Leonard,(979)612-6238,9789673887538,1995-06-27,,,,,,,,,
376,Persona|Cliente|Personal,Alexandra,Horton,+1-630-873-1329x4824,9063813992894,1992-01-01,223,1844911,False,,2021-06-05,Repartidor,150,12070.35,False
377,Persona,Aaron,Taylor,(211)649-7181x6388,4182665127219,1965-10-29,,,,,,,,,
378,Persona|Cliente|Personal,Travis,Wilson,664.680.6530x090,6272426092614,1994-05-07,224,9646388,True,760827,2018-07-28,Vendedor,151,9716.32,True
379,Persona|Cliente,Jennifer,Pearson,738.723.6277,9143618222385,1975-07-13,225,4081371,True,686117,,,,,
380,Persona|Cliente|Personal,Spencer,King,(662)606-1315x255,8933927418733,1987-07-14,226,6374646,True,586518,2018-04-12,Gerente,152,11892.62,True
381,Persona|Cliente|Personal,Jeffrey,Moreno,001-356-865-3213x19304,5237767925937,1972-09-17,227,2243134,True,566493,2017-03-20,Cajero,153,13597.17,True
382,Persona|Cliente|Personal,Michelle,Jacobs,001-897-810-1682,6954308028587,1964-02-21,228,2015334,False,,2023-09-19,Supervisor,154,4960.27,False
383,Persona,Diane,Wright,001-506-530-6771,5514671969341,1960-04-05,,,,,,,,,
384,Persona|Cliente|Personal,Phyllis,Matthews,(385)824-2067,2891469350449,2004-10-02,229,2699755,False,,2012-05-29,Cajero,155,8936.81,True
385,Persona|Cliente|Personal,Jose,Hawkins,+1-529-304-7850x975,4693493753952,1992-05-24,230,1515608,True,981693,2020-02-20,Vendedor,156,6017.24,False
386,Persona|Personal,Jonathan,Ruiz,307.555.3728,3629547431912,1982-03-21,,,,,2014-11-12,Repartidor,157,12399.38,True
387,Persona|Cliente|Personal,Michael,Baker,866.866.5214,5870205196111,1969-10-04,231,7328395,True,299756,2018-07-18,Supervisor,158,12514.33,False
388,Persona|Cliente|Personal,Spencer,Woods,+1-303-489-6663x490,3586978949374,1992-05-03,232,2730873,False,,2015-07-03,Vendedor,159,4860.72,True
389,Persona,Richard,Morse,001-750-226-9851,6267285204710,1986-09-19,,,,,,,,,
390,Persona|Cliente,Kristina,Camacho,(381)564-6416,8004688720171,1966-07-03,233,8305507,False,,,,,,
391,Persona|Cliente|Personal,Ian,Smith,5506282330,8675711793915,1992-08-11,234,7981808,False,,2012-04-13,Cajero,160,10206.88,True
392,Persona|Cliente,Eric,Williams,+1-610-472-1455x69963,8399744322399,1961-12-10,235,4298378,True,299839,,,,,
393,Persona|Cliente,Lisa,Haas,339-303-9536x35080,6241432215380,1988-03-16,236,5360806,True,843544,,,,,
394,Persona,James,Parker,359-549-5200,2220678058824,1972-02-16,,,,,,,,,
395,Persona,Timothy,Bryan,838-779-2387x3243,7214533734332,1991-01-25,,,,,,,,,
396,Persona,Casey,Clark,467.416.6465x9005,4559502072609,1973-03-08,,,,,,,,,
397,Persona,Pamela,Curtis,217-853-0164x7953,3538582310947,1996-06-23,,,,,,,,,
398,Persona|Cliente|Personal,Hannah,Bradshaw,960-387-4917,4424141443791,1998-02-08,237,3224527,False,,2017-05-24,Vendedor,161,3677.78,True
399,Persona|Personal,Robert,Mccann,001-539-376-3941,9862898766674,1987-05-19,,,,,2024-05-27,Supervisor,162,4408.57,True
400,Persona|Cliente|Personal,Emily,Martinez,598-904-5321,6209198689420,1990-10-22,238,2292887,False,,2011-08-11,Gerente,163,10063.28,True
401,Persona|Cliente|Personal,Felicia,Patrick,604.434.4311,1680458345046,1965-12-02,239,1456974,False,,2023-05-07,Supervisor,164,7274.88,False
402,Persona|Personal,Vanessa,Fernandez,8273904860,3805204175392,1973-10-09,,,,,2010-02-05,Vendedor,165,8571.31,True
403,Persona,Denise,Martinez,001-317-551-5783x98798,9179372189252,2003-05-01,,,,,,,,,
404,Persona,Max,Johnson,485.282.4910,5192146298417,1965-05-20,,,,,,,,,
405,Persona|Cliente,Douglas,Baker,+1-962-717-9206x58598,3666274063104,2002-02-25,240,5323247,False,,,,,,
406,Persona|Cliente,Bianca,Lamb,458-780-6579x99125,4783539021314,1975-10-16,241,1601138,False,,,,,,
407,Persona,Drew,Serrano,001-953-788-2628x777,6728613345283,2001-03-20,,,,,,,,,
408,Persona|Personal,Amy,Ho,719-294-0589x17170,5879441830059,2005-11-09,,,,,2013-11-09,Repartidor,166,6924.41,True
409,Persona,Chad,Thornton,883.248.4097,4484714488821,1964-10-08,,,,,,,,,
410,Persona|Cliente,Suzanne,Walker,253-935-0047x17949,3234279118585,1991-01-17,242,2907211,False,,,,,,
411,Persona|Cliente,Edwin,Wilson,731-371-7856x9500,1342338115548,1960-05-17,243,2342634,True,317235,,,,,
412,Persona|Cliente,Carrie,Mason,(329)403-2299,7000963921100,1981-01-14,244,5332958,False,,,,,,
413,Persona,Brooke,Warren,+1-492-511-6528,3884517980782,1991-01-02,,,,,,,,,
